REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2019/04/05 14:00:00,7951.86,84.53,TRADE
NSW1,2019/04/05 14:30:00,7969.09,78.89,TRADE
NSW1,2019/04/05 15:00:00,8091.01,84.58,TRADE
NSW1,2019/04/05 15:30:00,8156.61,84.91,TRADE
NSW1,2019/04/05 16:00:00,8213.15,94.03,TRADE
NSW1,2019/04/05 16:30:00,8211.93,88.29,TRADE
NSW1,2019/04/05 17:00:00,8317.99,95.16,TRADE
NSW1,2019/04/05 17:30:00,8241.72,89.85,TRADE
NSW1,2019/04/05 18:00:00,8323.39,98.45,TRADE
NSW1,2019/04/05 18:30:00,8326.39,96.89,TRADE
NSW1,2019/04/05 19:00:00,8222.57,94.44,TRADE
NSW1,2019/04/05 19:30:00,8046.26,88.54,TRADE
NSW1,2019/04/05 20:00:00,7918.74,88.44,TRADE
NSW1,2019/04/05 20:30:00,7746.09,84.96,TRADE
NSW1,2019/04/05 21:00:00,7561.38,77.05,TRADE
NSW1,2019/04/05 21:30:00,7575.53,78.08,TRADE
NSW1,2019/04/05 22:00:00,7496.39,69.44,TRADE
NSW1,2019/04/05 22:30:00,7548.35,78.26,TRADE
NSW1,2019/04/05 23:00:00,7485.19,71.16,TRADE
NSW1,2019/04/05 23:30:00,7396.6,70.51,TRADE
NSW1,2019/04/06 00:00:00,7276.39,64.97,TRADE
NSW1,2019/04/06 00:30:00,7069.3,80.47,TRADE
NSW1,2019/04/06 01:00:00,6808.73,79.80,TRADE
NSW1,2019/04/06 01:30:00,6528.03,63.96,TRADE
NSW1,2019/04/06 02:00:00,6317.93,72.78,TRADE
NSW1,2019/04/06 02:30:00,6139.93,57.60,TRADE
NSW1,2019/04/06 03:00:00,6015.78,39.40,TRADE
NSW1,2019/04/06 03:30:00,5989.21,52.01,TRADE
NSW1,2019/04/06 04:00:00,5994.14,57.66,TRADE
NSW1,2019/04/06 04:30:00,6106.06,63.98,TRADE
NSW1,2019/04/06 05:00:00,6190.77,58.54,TRADE
NSW1,2019/04/06 05:30:00,6456.03,69.60,TRADE
NSW1,2019/04/06 06:00:00,6713.7,72.73,TRADE
NSW1,2019/04/06 06:30:00,6931.87,72.98,TRADE
NSW1,2019/04/06 07:00:00,7113.59,73.64,TRADE
NSW1,2019/04/06 07:30:00,7352.83,75.14,TRADE
NSW1,2019/04/06 08:00:00,7390.63,69.70,TRADE
NSW1,2019/04/06 08:30:00,7401.44,62.59,TRADE
NSW1,2019/04/06 09:00:00,7331.41,58.58,TRADE
NSW1,2019/04/06 09:30:00,7272.19,52.26,TRADE
NSW1,2019/04/06 10:00:00,7091.83,49.93,TRADE
NSW1,2019/04/06 10:30:00,6957.88,46.54,TRADE
NSW1,2019/04/06 11:00:00,6860.87,44.91,TRADE
NSW1,2019/04/06 11:30:00,6735.76,44.47,TRADE
NSW1,2019/04/06 12:00:00,6718.32,32.18,TRADE
NSW1,2019/04/06 12:30:00,6734.7,49.43,TRADE
NSW1,2019/04/06 13:00:00,6809.54,57.19,TRADE
NSW1,2019/04/06 13:30:00,6796.23,55.81,TRADE
NSW1,2019/04/06 14:00:00,6914.93,74.60,TRADE
NSW1,2019/04/06 14:30:00,7047.12,87.40,TRADE
NSW1,2019/04/06 15:00:00,7190.25,81.41,TRADE
NSW1,2019/04/06 15:30:00,7394.74,94.35,TRADE
NSW1,2019/04/06 16:00:00,7655.14,99.31,TRADE
NSW1,2019/04/06 16:30:00,7760.17,101.44,TRADE
NSW1,2019/04/06 17:00:00,7927.73,181.69,TRADE
NSW1,2019/04/06 17:30:00,8031.69,117.27,TRADE
NSW1,2019/04/06 18:00:00,8081.36,160.56,TRADE
NSW1,2019/04/06 18:30:00,8216.05,141.81,TRADE
NSW1,2019/04/06 19:00:00,8132.7,126.51,TRADE
NSW1,2019/04/06 19:30:00,7985,117.46,TRADE
NSW1,2019/04/06 20:00:00,7844.02,111.71,TRADE
NSW1,2019/04/06 20:30:00,7663.39,111.62,TRADE
NSW1,2019/04/06 21:00:00,7512.68,113.54,TRADE
NSW1,2019/04/06 21:30:00,7408.62,110.32,TRADE
NSW1,2019/04/06 22:00:00,7370.18,105.16,TRADE
NSW1,2019/04/06 22:30:00,7342.3,109.73,TRADE
NSW1,2019/04/06 23:00:00,7121.07,97.26,TRADE
NSW1,2019/04/06 23:30:00,6983.01,72.97,TRADE
NSW1,2019/04/07 00:00:00,6888.11,67.69,TRADE
NSW1,2019/04/07 00:30:00,6725.07,82.66,TRADE
NSW1,2019/04/07 01:00:00,6577.7,89.76,TRADE
NSW1,2019/04/07 01:30:00,6325.5,81.66,TRADE
NSW1,2019/04/07 02:00:00,6188.4,88.40,TRADE
NSW1,2019/04/07 02:30:00,6023.32,77.50,TRADE
NSW1,2019/04/07 03:00:00,5932.81,77.14,TRADE
NSW1,2019/04/07 03:30:00,5900.04,78.14,TRADE
NSW1,2019/04/07 04:00:00,5920.48,76.22,TRADE
NSW1,2019/04/07 04:30:00,5935.92,71.68,TRADE
NSW1,2019/04/07 05:00:00,5944.22,69.83,TRADE
NSW1,2019/04/07 05:30:00,6030.66,72.30,TRADE
NSW1,2019/04/07 06:00:00,6165.39,71.63,TRADE
NSW1,2019/04/07 06:30:00,6331,67.05,TRADE
NSW1,2019/04/07 07:00:00,6502.27,62.82,TRADE
NSW1,2019/04/07 07:30:00,6703.71,60.59,TRADE
NSW1,2019/04/07 08:00:00,6800.28,56.16,TRADE
NSW1,2019/04/07 08:30:00,6919.15,56.76,TRADE
NSW1,2019/04/07 09:00:00,6911.06,53.93,TRADE
NSW1,2019/04/07 09:30:00,6908.42,56.99,TRADE
NSW1,2019/04/07 10:00:00,6820.41,50.35,TRADE
NSW1,2019/04/07 10:30:00,6730.85,34.70,TRADE
NSW1,2019/04/07 11:00:00,6613.98,25.19,TRADE
NSW1,2019/04/07 11:30:00,6570.51,24.30,TRADE
NSW1,2019/04/07 12:00:00,6617.69,25.49,TRADE
NSW1,2019/04/07 12:30:00,6696.25,43.89,TRADE
NSW1,2019/04/07 13:00:00,6756.08,52.39,TRADE
NSW1,2019/04/07 13:30:00,6799.12,50.17,TRADE
NSW1,2019/04/07 14:00:00,6896.24,51.02,TRADE
NSW1,2019/04/07 14:30:00,7047.36,54.27,TRADE
NSW1,2019/04/07 15:00:00,7271.89,63.23,TRADE
NSW1,2019/04/07 15:30:00,7540.63,76.39,TRADE
NSW1,2019/04/07 16:00:00,7762.15,88.43,TRADE
NSW1,2019/04/07 16:30:00,7943.6,89.89,TRADE
NSW1,2019/04/07 17:00:00,8194.06,116.79,TRADE
NSW1,2019/04/07 17:30:00,8337.33,124.77,TRADE
NSW1,2019/04/07 18:00:00,8530.1,119.47,TRADE
NSW1,2019/04/07 18:30:00,8768.97,130.50,TRADE
NSW1,2019/04/07 19:00:00,8651.86,122.83,TRADE
NSW1,2019/04/07 19:30:00,8375.63,101.57,TRADE
NSW1,2019/04/07 20:00:00,8112.85,101.77,TRADE
NSW1,2019/04/07 20:30:00,7846.26,92.69,TRADE
NSW1,2019/04/07 21:00:00,7646.3,91.53,TRADE
NSW1,2019/04/07 21:30:00,7501,89.38,TRADE
NSW1,2019/04/07 22:00:00,7335.82,74.21,TRADE
NSW1,2019/04/07 22:30:00,7282.93,90.46,TRADE
NSW1,2019/04/07 23:00:00,7121.08,69.83,TRADE
NSW1,2019/04/07 23:30:00,7035.76,66.76,TRADE
NSW1,2019/04/08 00:00:00,6900.78,56.93,TRADE
NSW1,2019/04/08 00:30:00,6780.04,75.75,TRADE
NSW1,2019/04/08 01:00:00,6647.6,69.01,TRADE
NSW1,2019/04/08 01:30:00,6472.63,85.39,TRADE
NSW1,2019/04/08 02:00:00,6380.37,100.77,TRADE
NSW1,2019/04/08 02:30:00,6200.18,76.03,TRADE
NSW1,2019/04/08 03:00:00,6070.64,68.68,TRADE
NSW1,2019/04/08 03:30:00,5978.87,81.92,TRADE
NSW1,2019/04/08 04:00:00,5999.97,91.04,TRADE
NSW1,2019/04/08 04:30:00,6055.79,71.53,TRADE
NSW1,2019/04/08 05:00:00,6171.37,67.25,TRADE
NSW1,2019/04/08 05:30:00,6437.25,65.87,TRADE
NSW1,2019/04/08 06:00:00,6750.85,68.58,TRADE
NSW1,2019/04/08 06:30:00,7188.8,80.79,TRADE
NSW1,2019/04/08 07:00:00,7657.98,95.71,TRADE
NSW1,2019/04/08 07:30:00,7755.98,83.49,TRADE
NSW1,2019/04/08 08:00:00,7861.02,84.80,TRADE
NSW1,2019/04/08 08:30:00,7902.16,99.14,TRADE
NSW1,2019/04/08 09:00:00,7839.02,63.70,TRADE
NSW1,2019/04/08 09:30:00,7823.39,71.02,TRADE
NSW1,2019/04/08 10:00:00,7855.56,85.91,TRADE
NSW1,2019/04/08 10:30:00,7883,90.01,TRADE
NSW1,2019/04/08 11:00:00,7956.7,98.22,TRADE
NSW1,2019/04/08 11:30:00,7975.33,97.75,TRADE
NSW1,2019/04/08 12:00:00,8040.64,104.06,TRADE
NSW1,2019/04/08 12:30:00,8158.64,105.78,TRADE
NSW1,2019/04/08 13:00:00,8264.91,100.04,TRADE
NSW1,2019/04/08 13:30:00,8424.46,100.60,TRADE
NSW1,2019/04/08 14:00:00,8701.74,122.23,TRADE
NSW1,2019/04/08 14:30:00,8803.19,117.89,TRADE
NSW1,2019/04/08 15:00:00,8939.21,121.16,TRADE
NSW1,2019/04/08 15:30:00,9058.89,124.78,TRADE
NSW1,2019/04/08 16:00:00,9254.77,121.41,TRADE
NSW1,2019/04/08 16:30:00,9382.27,178.13,TRADE
NSW1,2019/04/08 17:00:00,9517.44,123.44,TRADE
NSW1,2019/04/08 17:30:00,9459.51,131.17,TRADE
NSW1,2019/04/08 18:00:00,9584.54,196.64,TRADE
NSW1,2019/04/08 18:30:00,9703.26,153.99,TRADE
NSW1,2019/04/08 19:00:00,9553.17,142.42,TRADE
NSW1,2019/04/08 19:30:00,9189.8,95.30,TRADE
NSW1,2019/04/08 20:00:00,8908.58,115.46,TRADE
NSW1,2019/04/08 20:30:00,8616.12,110.93,TRADE
NSW1,2019/04/08 21:00:00,8372.94,98.02,TRADE
NSW1,2019/04/08 21:30:00,8104.25,93.42,TRADE
NSW1,2019/04/08 22:00:00,7886.43,92.79,TRADE
NSW1,2019/04/08 22:30:00,7780.78,92.12,TRADE
NSW1,2019/04/08 23:00:00,7555.4,85.91,TRADE
NSW1,2019/04/08 23:30:00,7364.24,68.67,TRADE
NSW1,2019/04/09 00:00:00,7271.81,71.33,TRADE
NSW1,2019/04/09 00:30:00,7072.13,89.70,TRADE
NSW1,2019/04/09 01:00:00,6910.93,85.28,TRADE
NSW1,2019/04/09 01:30:00,6684.54,83.86,TRADE
NSW1,2019/04/09 02:00:00,6486.57,88.51,TRADE
NSW1,2019/04/09 02:30:00,6199.67,75.09,TRADE
NSW1,2019/04/09 03:00:00,6041.54,85.59,TRADE
NSW1,2019/04/09 03:30:00,5948.37,77.59,TRADE
NSW1,2019/04/09 04:00:00,5912.02,68.50,TRADE
NSW1,2019/04/09 04:30:00,5999.01,69.92,TRADE
NSW1,2019/04/09 05:00:00,6139.34,61.34,TRADE
NSW1,2019/04/09 05:30:00,6438.58,57.93,TRADE
NSW1,2019/04/09 06:00:00,6705.72,64.95,TRADE
NSW1,2019/04/09 06:30:00,7181.14,68.07,TRADE
NSW1,2019/04/09 07:00:00,7627.74,81.77,TRADE
NSW1,2019/04/09 07:30:00,7778.55,65.49,TRADE
NSW1,2019/04/09 08:00:00,7903.13,77.44,TRADE
NSW1,2019/04/09 08:30:00,7905.59,60.01,TRADE
NSW1,2019/04/09 09:00:00,7890.55,66.20,TRADE
NSW1,2019/04/09 09:30:00,7976.94,78.93,TRADE
NSW1,2019/04/09 10:00:00,8059.44,74.13,TRADE
NSW1,2019/04/09 10:30:00,8105.34,76.86,TRADE
NSW1,2019/04/09 11:00:00,8104.4,76.34,TRADE
NSW1,2019/04/09 11:30:00,8112.98,75.95,TRADE
NSW1,2019/04/09 12:00:00,8140.41,79.51,TRADE
NSW1,2019/04/09 12:30:00,8165.73,87.81,TRADE
NSW1,2019/04/09 13:00:00,8225.37,89.88,TRADE
NSW1,2019/04/09 13:30:00,8234.47,93.45,TRADE
NSW1,2019/04/09 14:00:00,8287.66,95.55,TRADE
NSW1,2019/04/09 14:30:00,8348.94,97.93,TRADE
NSW1,2019/04/09 15:00:00,8348.59,91.52,TRADE
NSW1,2019/04/09 15:30:00,8383.23,87.04,TRADE
NSW1,2019/04/09 16:00:00,8448.67,74.47,TRADE
NSW1,2019/04/09 16:30:00,8546.43,89.62,TRADE
NSW1,2019/04/09 17:00:00,8623.83,94.73,TRADE
NSW1,2019/04/09 17:30:00,8663.2,104.21,TRADE
NSW1,2019/04/09 18:00:00,8917.45,196.54,TRADE
NSW1,2019/04/09 18:30:00,9052.86,158.77,TRADE
NSW1,2019/04/09 19:00:00,8920.6,103.88,TRADE
NSW1,2019/04/09 19:30:00,8677.14,88.93,TRADE
NSW1,2019/04/09 20:00:00,8442.41,99.40,TRADE
NSW1,2019/04/09 20:30:00,8319.16,74.14,TRADE
NSW1,2019/04/09 21:00:00,8097.95,67.14,TRADE
NSW1,2019/04/09 21:30:00,7855.02,62.72,TRADE
NSW1,2019/04/09 22:00:00,7667.17,55.60,TRADE
NSW1,2019/04/09 22:30:00,7719.97,74.01,TRADE
NSW1,2019/04/09 23:00:00,7514.65,67.33,TRADE
NSW1,2019/04/09 23:30:00,7404.88,66.08,TRADE
NSW1,2019/04/10 00:00:00,7356.53,60.89,TRADE
NSW1,2019/04/10 00:30:00,7233.37,53.81,TRADE
NSW1,2019/04/10 01:00:00,7087,59.69,TRADE
NSW1,2019/04/10 01:30:00,6940.96,79.43,TRADE
NSW1,2019/04/10 02:00:00,6723.03,83.26,TRADE
NSW1,2019/04/10 02:30:00,6421.84,74.43,TRADE
NSW1,2019/04/10 03:00:00,6281.19,84.81,TRADE
NSW1,2019/04/10 03:30:00,6149.37,89.08,TRADE
NSW1,2019/04/10 04:00:00,6094.9,89.40,TRADE
NSW1,2019/04/10 04:30:00,6151.59,69.03,TRADE
NSW1,2019/04/10 05:00:00,6272.29,52.59,TRADE
NSW1,2019/04/10 05:30:00,6550.42,53.49,TRADE
NSW1,2019/04/10 06:00:00,6836.25,52.93,TRADE
NSW1,2019/04/10 06:30:00,7382.12,65.61,TRADE
NSW1,2019/04/10 07:00:00,7891.61,75.23,TRADE
NSW1,2019/04/10 07:30:00,7972.28,51.39,TRADE
NSW1,2019/04/10 08:00:00,8033.15,48.83,TRADE
NSW1,2019/04/10 08:30:00,7927.13,49.76,TRADE
NSW1,2019/04/10 09:00:00,7820.46,51.96,TRADE
NSW1,2019/04/10 09:30:00,7712.38,51.81,TRADE
NSW1,2019/04/10 10:00:00,7638.94,50.76,TRADE
NSW1,2019/04/10 10:30:00,7541.56,54.23,TRADE
NSW1,2019/04/10 11:00:00,7488.23,51.97,TRADE
NSW1,2019/04/10 11:30:00,7424.33,51.95,TRADE
NSW1,2019/04/10 12:00:00,7433.2,52.60,TRADE
NSW1,2019/04/10 12:30:00,7413.35,52.60,TRADE
NSW1,2019/04/10 13:00:00,7380.19,53.42,TRADE
NSW1,2019/04/10 13:30:00,7368.18,63.95,TRADE
NSW1,2019/04/10 14:00:00,7435.76,71.46,TRADE
NSW1,2019/04/10 14:30:00,7499.72,72.94,TRADE
NSW1,2019/04/10 15:00:00,7542.03,85.03,TRADE
NSW1,2019/04/10 15:30:00,7587,87.49,TRADE
NSW1,2019/04/10 16:00:00,7838.62,88.66,TRADE
NSW1,2019/04/10 16:30:00,8024,77.16,TRADE
NSW1,2019/04/10 17:00:00,8257.51,106.25,TRADE
NSW1,2019/04/10 17:30:00,8516.19,122.37,TRADE
NSW1,2019/04/10 18:00:00,8840.86,125.36,TRADE
NSW1,2019/04/10 18:30:00,9038.42,150.18,TRADE
NSW1,2019/04/10 19:00:00,8925.81,105.10,TRADE
NSW1,2019/04/10 19:30:00,8645.77,82.45,TRADE
NSW1,2019/04/10 20:00:00,8476.98,89.03,TRADE
NSW1,2019/04/10 20:30:00,8324.8,72.28,TRADE
NSW1,2019/04/10 21:00:00,8190.1,66.48,TRADE
NSW1,2019/04/10 21:30:00,8018.71,62.93,TRADE
NSW1,2019/04/10 22:00:00,7855.26,64.55,TRADE
NSW1,2019/04/10 22:30:00,7923.63,134.84,TRADE
NSW1,2019/04/10 23:00:00,7688.57,66.97,TRADE
NSW1,2019/04/10 23:30:00,7594.2,57.05,TRADE
NSW1,2019/04/11 00:00:00,7505.42,56.91,TRADE
NSW1,2019/04/11 00:30:00,7368.57,58.25,TRADE
NSW1,2019/04/11 01:00:00,7169.85,55.73,TRADE
NSW1,2019/04/11 01:30:00,7036.76,64.27,TRADE
NSW1,2019/04/11 02:00:00,6797.64,66.77,TRADE
NSW1,2019/04/11 02:30:00,6557.46,58.87,TRADE
NSW1,2019/04/11 03:00:00,6347.73,59.49,TRADE
NSW1,2019/04/11 03:30:00,6232.5,65.98,TRADE
NSW1,2019/04/11 04:00:00,6244.92,67.39,TRADE
NSW1,2019/04/11 04:30:00,6256.25,52.53,TRADE
NSW1,2019/04/11 05:00:00,6354.06,60.47,TRADE
NSW1,2019/04/11 05:30:00,6673.81,58.20,TRADE
NSW1,2019/04/11 06:00:00,6956.48,52.01,TRADE
NSW1,2019/04/11 06:30:00,7524.94,63.49,TRADE
NSW1,2019/04/11 07:00:00,7995.22,56.74,TRADE
NSW1,2019/04/11 07:30:00,8153.07,60.12,TRADE
NSW1,2019/04/11 08:00:00,8210.89,56.30,TRADE
NSW1,2019/04/11 08:30:00,8080.52,49.59,TRADE
NSW1,2019/04/11 09:00:00,7896.27,49.84,TRADE
NSW1,2019/04/11 09:30:00,7887.94,63.64,TRADE
NSW1,2019/04/11 10:00:00,7802.82,62.73,TRADE
NSW1,2019/04/11 10:30:00,7775.79,64.08,TRADE
NSW1,2019/04/11 11:00:00,7699.07,65.77,TRADE
NSW1,2019/04/11 11:30:00,7612.39,61.21,TRADE
NSW1,2019/04/11 12:00:00,7535.03,56.13,TRADE
NSW1,2019/04/11 12:30:00,7578.99,56.50,TRADE
NSW1,2019/04/11 13:00:00,7626.47,62.14,TRADE
NSW1,2019/04/11 13:30:00,7638.89,70.07,TRADE
NSW1,2019/04/11 14:00:00,7651.92,76.88,TRADE
NSW1,2019/04/11 14:30:00,7648.36,88.45,TRADE
NSW1,2019/04/11 15:00:00,7704.06,100.57,TRADE
NSW1,2019/04/11 15:30:00,7770.43,102.30,TRADE
NSW1,2019/04/11 16:00:00,7947.38,92.26,TRADE
NSW1,2019/04/11 16:30:00,8091.67,88.54,TRADE
NSW1,2019/04/11 17:00:00,8285.87,95.12,TRADE
NSW1,2019/04/11 17:30:00,8522.75,103.73,TRADE
NSW1,2019/04/11 18:00:00,8880.46,193.48,TRADE
NSW1,2019/04/11 18:30:00,9102.54,116.21,TRADE
NSW1,2019/04/11 19:00:00,9002.19,97.66,TRADE
NSW1,2019/04/11 19:30:00,8764.42,83.84,TRADE
NSW1,2019/04/11 20:00:00,8613.88,75.83,TRADE
NSW1,2019/04/11 20:30:00,8433.08,81.62,TRADE
NSW1,2019/04/11 21:00:00,8251.24,73.10,TRADE
NSW1,2019/04/11 21:30:00,8024.52,73.07,TRADE
NSW1,2019/04/11 22:00:00,7870.06,81.53,TRADE
NSW1,2019/04/11 22:30:00,7920.94,98.83,TRADE
NSW1,2019/04/11 23:00:00,7710.69,95.19,TRADE
NSW1,2019/04/11 23:30:00,7638.71,100.42,TRADE
NSW1,2019/04/12 00:00:00,7530.6,100.13,TRADE
NSW1,2019/04/12 00:30:00,7402.28,88.05,TRADE
NSW1,2019/04/12 01:00:00,7269.38,74.58,TRADE
NSW1,2019/04/12 01:30:00,7055.67,69.79,TRADE
NSW1,2019/04/12 02:00:00,6871.7,80.37,TRADE
NSW1,2019/04/12 02:30:00,6626.93,93.80,TRADE
NSW1,2019/04/12 03:00:00,6423.42,81.65,TRADE
NSW1,2019/04/12 03:30:00,6286.42,73.36,TRADE
NSW1,2019/04/12 04:00:00,6273.18,77.26,TRADE
NSW1,2019/04/12 04:30:00,6288.89,77.02,TRADE
NSW1,2019/04/12 05:00:00,6425.81,70.34,TRADE
NSW1,2019/04/12 05:30:00,6643.44,73.87,TRADE
NSW1,2019/04/12 06:00:00,6917.29,80.92,TRADE
NSW1,2019/04/12 06:30:00,7451.81,101.14,TRADE
NSW1,2019/04/12 07:00:00,7898.36,97.75,TRADE
NSW1,2019/04/12 07:30:00,8016.29,82.05,TRADE
NSW1,2019/04/12 08:00:00,8169.19,92.45,TRADE
NSW1,2019/04/12 08:30:00,8133.2,79.14,TRADE
NSW1,2019/04/12 09:00:00,8010.85,104.82,TRADE
NSW1,2019/04/12 09:30:00,7955.53,101.88,TRADE
NSW1,2019/04/12 10:00:00,7893.17,99.98,TRADE
NSW1,2019/04/12 10:30:00,7865.36,104.51,TRADE
NSW1,2019/04/12 11:00:00,7817.41,105.69,TRADE
NSW1,2019/04/12 11:30:00,7788.5,105.36,TRADE
NSW1,2019/04/12 12:00:00,7768.66,101.62,TRADE
NSW1,2019/04/12 12:30:00,7727.27,103.05,TRADE
NSW1,2019/04/12 13:00:00,7644.28,104.39,TRADE
NSW1,2019/04/12 13:30:00,7572.82,107.81,TRADE
NSW1,2019/04/12 14:00:00,7559.28,104.22,TRADE
NSW1,2019/04/12 14:30:00,7605.28,108.80,TRADE
NSW1,2019/04/12 15:00:00,7568.92,110,TRADE
NSW1,2019/04/12 15:30:00,7670.14,130.06,TRADE
NSW1,2019/04/12 16:00:00,7830.82,145.04,TRADE
NSW1,2019/04/12 16:30:00,8054.64,99.18,TRADE
NSW1,2019/04/12 17:00:00,8251.24,163.45,TRADE
NSW1,2019/04/12 17:30:00,8352.63,170.74,TRADE
NSW1,2019/04/12 18:00:00,8601.86,204.08,TRADE
NSW1,2019/04/12 18:30:00,8705.21,176.77,TRADE
NSW1,2019/04/12 19:00:00,8612.34,121.83,TRADE
NSW1,2019/04/12 19:30:00,8344.21,91.55,TRADE
NSW1,2019/04/12 20:00:00,8201.94,107.54,TRADE
NSW1,2019/04/12 20:30:00,8095.48,90.67,TRADE
NSW1,2019/04/12 21:00:00,7963.49,94.25,TRADE
NSW1,2019/04/12 21:30:00,7794.06,89.89,TRADE
NSW1,2019/04/12 22:00:00,7668.05,94.33,TRADE
NSW1,2019/04/12 22:30:00,7751.85,94.01,TRADE
NSW1,2019/04/12 23:00:00,7597.83,92.57,TRADE
NSW1,2019/04/12 23:30:00,7595.27,90.03,TRADE
NSW1,2019/04/13 00:00:00,7497.77,88.73,TRADE
NSW1,2019/04/13 00:30:00,7377.97,92.66,TRADE
NSW1,2019/04/13 01:00:00,7194.14,75.76,TRADE
NSW1,2019/04/13 01:30:00,6995.36,78.07,TRADE
NSW1,2019/04/13 02:00:00,6782.22,84.43,TRADE
NSW1,2019/04/13 02:30:00,6484.74,87.36,TRADE
NSW1,2019/04/13 03:00:00,6296.17,98.82,TRADE
NSW1,2019/04/13 03:30:00,6127.2,92.07,TRADE
NSW1,2019/04/13 04:00:00,6106.79,94.96,TRADE
NSW1,2019/04/13 04:30:00,6082.64,77.51,TRADE
NSW1,2019/04/13 05:00:00,6085.52,72.86,TRADE
NSW1,2019/04/13 05:30:00,6248.37,84.97,TRADE
NSW1,2019/04/13 06:00:00,6268.98,85.45,TRADE
NSW1,2019/04/13 06:30:00,6512.63,94.01,TRADE
NSW1,2019/04/13 07:00:00,6705.57,97.07,TRADE
NSW1,2019/04/13 07:30:00,6873.37,94.78,TRADE
NSW1,2019/04/13 08:00:00,7045.7,89.93,TRADE
NSW1,2019/04/13 08:30:00,7217.3,95.51,TRADE
NSW1,2019/04/13 09:00:00,7228.03,90.27,TRADE
NSW1,2019/04/13 09:30:00,7189.54,82.69,TRADE
NSW1,2019/04/13 10:00:00,7039.43,63.06,TRADE
NSW1,2019/04/13 10:30:00,7022.99,82.30,TRADE
NSW1,2019/04/13 11:00:00,6981.47,80.11,TRADE
NSW1,2019/04/13 11:30:00,6891.57,74.40,TRADE
NSW1,2019/04/13 12:00:00,6824.46,66.15,TRADE
NSW1,2019/04/13 12:30:00,6766.64,64.42,TRADE
NSW1,2019/04/13 13:00:00,6778.18,68.17,TRADE
NSW1,2019/04/13 13:30:00,6814.21,77.95,TRADE
NSW1,2019/04/13 14:00:00,6936.95,88.48,TRADE
NSW1,2019/04/13 14:30:00,6952.95,75.19,TRADE
NSW1,2019/04/13 15:00:00,7029.24,80.25,TRADE
NSW1,2019/04/13 15:30:00,7233.07,95.42,TRADE
NSW1,2019/04/13 16:00:00,7344.8,96.19,TRADE
NSW1,2019/04/13 16:30:00,7453.27,103.90,TRADE
NSW1,2019/04/13 17:00:00,7580.67,101.50,TRADE
NSW1,2019/04/13 17:30:00,7724.11,102.72,TRADE
NSW1,2019/04/13 18:00:00,8029.52,116.48,TRADE
NSW1,2019/04/13 18:30:00,8135.08,101.88,TRADE
NSW1,2019/04/13 19:00:00,7973.74,99.51,TRADE
NSW1,2019/04/13 19:30:00,7720.43,93.48,TRADE
NSW1,2019/04/13 20:00:00,7548.96,93.34,TRADE
NSW1,2019/04/13 20:30:00,7465.25,92.46,TRADE
NSW1,2019/04/13 21:00:00,7325.29,87.92,TRADE
NSW1,2019/04/13 21:30:00,7210.62,81.56,TRADE
NSW1,2019/04/13 22:00:00,7137.36,79,TRADE
NSW1,2019/04/13 22:30:00,7108.81,81.97,TRADE
NSW1,2019/04/13 23:00:00,7025.46,75.04,TRADE
NSW1,2019/04/13 23:30:00,6949.36,68.34,TRADE
NSW1,2019/04/14 00:00:00,6882.93,60.53,TRADE
NSW1,2019/04/14 00:30:00,6707.27,62.09,TRADE
NSW1,2019/04/14 01:00:00,6556.81,62.01,TRADE
NSW1,2019/04/14 01:30:00,6382.96,73.97,TRADE
NSW1,2019/04/14 02:00:00,6231.33,80.55,TRADE
NSW1,2019/04/14 02:30:00,5992.07,96.52,TRADE
NSW1,2019/04/14 03:00:00,5883.93,100.59,TRADE
NSW1,2019/04/14 03:30:00,5810.98,85.18,TRADE
NSW1,2019/04/14 04:00:00,5780.87,77.57,TRADE
NSW1,2019/04/14 04:30:00,5768.07,76.67,TRADE
NSW1,2019/04/14 05:00:00,5790.89,67.74,TRADE
NSW1,2019/04/14 05:30:00,5918.4,69.17,TRADE
NSW1,2019/04/14 06:00:00,5972.28,67.99,TRADE
NSW1,2019/04/14 06:30:00,6169.04,75.50,TRADE
NSW1,2019/04/14 07:00:00,6265.98,72.03,TRADE
NSW1,2019/04/14 07:30:00,6453.23,66.02,TRADE
NSW1,2019/04/14 08:00:00,6640.38,70.97,TRADE
NSW1,2019/04/14 08:30:00,6865.54,77.66,TRADE
NSW1,2019/04/14 09:00:00,6957.45,79.78,TRADE
NSW1,2019/04/14 09:30:00,6950.23,80.83,TRADE
NSW1,2019/04/14 10:00:00,6938.19,83.65,TRADE
NSW1,2019/04/14 10:30:00,6912.69,86.97,TRADE
NSW1,2019/04/14 11:00:00,6868.77,80.46,TRADE
NSW1,2019/04/14 11:30:00,6801.92,78.08,TRADE
NSW1,2019/04/14 12:00:00,6820.82,89.91,TRADE
NSW1,2019/04/14 12:30:00,6827.97,92.91,TRADE
NSW1,2019/04/14 13:00:00,6738.72,85.65,TRADE
NSW1,2019/04/14 13:30:00,6617.16,85.46,TRADE
NSW1,2019/04/14 14:00:00,6638.38,96.45,TRADE
NSW1,2019/04/14 14:30:00,6730.07,99,TRADE
NSW1,2019/04/14 15:00:00,6807.58,99,TRADE
NSW1,2019/04/14 15:30:00,6965.51,101.24,TRADE
